"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015293","MF","GO:0015293","symporter activity","10/304","141/17701",0.000163884803077527,0.00274480784210132,0.0021864756636938,"559270/494490/563356/572215/567544/798635/558346/393932/797331/557642",10
"GO:0019199","MF","GO:0019199","transmembrane receptor protein kinase activity","8/304","91/17701",0.000170623190184677,0.00274480784210132,0.0021864756636938,"245701/245700/792928/570240/562822/65090/555655/569836",8
"GO:0005248","MF","GO:0005248","voltage-gated sodium channel activity","4/304","18/17701",0.00021579244735594,0.00332680023007074,0.00265008268682733,"563904/559447/793996/393101",4
"GO:0022804","MF","GO:0022804","active transmembrane transporter activity","17/304","379/17701",0.000316576526822249,0.00468533259696928,0.00373227063200967,"559270/100151075/768182/560561/567212/494490/563356/568512/572215/566367/567544/798635/558346/393932/797331/100333073/557642",17
"GO:0005096","MF","GO:0005096","GTPase activator activity","12/304","222/17701",0.000475209862359924,0.00676260188742969,0.00538699439112464,"566318/100535556/394115/571925/561005/100034485/324332/566115/567298/100270734/571688/100537442",12
"GO:0005024","MF","GO:0005024","transforming growth factor beta receptor activity","3/304","13/17701",0.00126247779059256,0.017300621574787,0.0137814339713808,"792928/562822/555655",3
"GO:0005432","MF","GO:0005432","calcium:sodium antiporter activity","3/304","14/17701",0.00158646398079251,0.0209639883176154,0.0166996208504475,"560561/567212/568512",3
"GO:0045499","MF","GO:0045499","chemorepellent activity","4/304","31/17701",0.00186164333221383,0.023752001135142,0.0189205129952767,"572261/562398/100004611/567064",4
"GO:0004713","MF","GO:0004713","protein tyrosine kinase activity","8/304","131/17701",0.0019270003985795,0.0237663382491472,0.0189319337404302,"557551/245701/569156/245700/100004850/570240/65090/569836",8
"GO:0030215","MF","GO:0030215","semaphorin receptor binding","4/304","33/17701",0.00235681232640475,0.0281296955087018,0.022407723307074,"572261/562398/100004611/567064",4
"GO:0015368","MF","GO:0015368","calcium:monoatomic cation antiporter activity","3/304","17/17701",0.00285285393277125,0.031948189773801,0.0254494826078643,"560561/567212/568512",3
"GO:0015294","MF","GO:0015294","solute:monoatomic cation symporter activity","6/304","82/17701",0.00286728978219307,0.031948189773801,0.0254494826078643,"559270/494490/563356/572215/797331/557642",6
"GO:0140938","MF","GO:0140938","histone H3 methyltransferase activity","4/304","35/17701",0.00293577960083577,0.031948189773801,0.0254494826078643,"100006350/557048/559945/796785",4
"GO:0015079","MF","GO:0015079","potassium ion transmembrane transporter activity","9/304","176/17701",0.00344629265191504,0.036432236605959,0.0290214118056004,"557843/563228/562853/571208/560289/555284/572215/559036/797331",9
"GO:0022853","MF","GO:0022853","active monoatomic ion transmembrane transporter activity","9/304","178/17701",0.00371301582102383,0.038161551493856,0.0303989599382068,"559270/560561/567212/494490/563356/568512/572215/797331/557642",9
"GO:0004675","MF","GO:0004675","transmembrane receptor protein serine/threonine kinase activity","3/304","19/17701",0.00396350525130909,0.0396350525130909,0.0315727303091478,"792928/562822/555655",3
"GO:0005085","MF","GO:0005085","guanyl-nucleotide exchange factor activity","9/304","185/17701",0.00477620463526357,0.0454628516437617,0.0362150738556281,"100149630/562652/558211/100331732/100536057/796404/566115/571688/799483",9
"GO:0018024","MF","GO:0018024","histone lysine N-methyltransferase activity","4/304","40/17701",0.0047920303083965,0.0454628516437617,0.0362150738556281,"100006350/557048/559945/796785",4
"GO:0008509","MF","GO:0008509","monoatomic anion transmembrane transporter activity","7/304","122/17701",0.00513433611545847,0.0474926090679908,0.0378319503244308,"566514/553402/100538116/572215/797331/100333073/557642",7
"GO:0004890","MF","GO:0004890","GABA-A receptor activity","3/304","21/17701",0.00530409816150863,0.0478662517014194,0.038129588837546,"566514/553402/100538116",3
