"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015149","MF","GO:0015149","hexose transmembrane transporter activity","4/361","26/17701",0.00178323679915835,0.0189023100710785,0.0145943853825854,"393654/564849/405862/558146",4
"GO:0004364","MF","GO:0004364","glutathione transferase activity","4/361","27/17701",0.00206007484318464,0.0203776353065048,0.0157334771110303,"406703/553169/436833/431762",4
"GO:0051119","MF","GO:0051119","sugar transmembrane transporter activity","4/361","27/17701",0.00206007484318464,0.0203776353065048,0.0157334771110303,"393654/564849/405862/558146",4
"GO:0015250","MF","GO:0015250","water channel activity","3/361","13/17701",0.00206659980702761,0.0203776353065048,0.0157334771110303,"563130/447923/570191",3
"GO:0004175","MF","GO:0004175","endopeptidase activity","18/361","419/17701",0.00251555345988569,0.0242407878861712,0.0187161991871878,"678531/447843/65223/322453/100535672/436641/436794/445282/574008/100301982/641564/768292/100101646/393114/554107/550419/574001/403061",18
"GO:0008237","MF","GO:0008237","metallopeptidase activity","10/361","172/17701",0.00284445330111736,0.024590470426456,0.0189861874444583,"100005630/678531/492331/322412/322533/431764/325886/246092/574001/768195",10
"GO:0005372","MF","GO:0005372","water transmembrane transporter activity","3/361","15/17701",0.00318980158833745,0.024590470426456,0.0189861874444583,"563130/447923/570191",3
"GO:0010296","MF","GO:0010296","prenylcysteine methylesterase activity","3/361","15/17701",0.00318980158833745,0.024590470426456,0.0189861874444583,"565117/322481/561967",3
"GO:0043905","MF","GO:0043905","Ser-tRNA(Thr) hydrolase activity","3/361","15/17701",0.00318980158833745,0.024590470426456,0.0189861874444583,"565117/322481/561967",3
"GO:0043906","MF","GO:0043906","Ala-tRNA(Pro) hydrolase activity","3/361","15/17701",0.00318980158833745,0.024590470426456,0.0189861874444583,"565117/322481/561967",3
"GO:0043907","MF","GO:0043907","Cys-tRNA(Pro) hydrolase activity","3/361","15/17701",0.00318980158833745,0.024590470426456,0.0189861874444583,"565117/322481/561967",3
"GO:0043908","MF","GO:0043908","Ser(Gly)-tRNA(Ala) hydrolase activity","3/361","15/17701",0.00318980158833745,0.024590470426456,0.0189861874444583,"565117/322481/561967",3
"GO:0047376","MF","GO:0047376","all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity","3/361","15/17701",0.00318980158833745,0.024590470426456,0.0189861874444583,"565117/322481/561967",3
"GO:0051723","MF","GO:0051723","protein methylesterase activity","3/361","15/17701",0.00318980158833745,0.024590470426456,0.0189861874444583,"565117/322481/561967",3
"GO:0052767","MF","GO:0052767","mannosyl-oligosaccharide 1,6-alpha-mannosidase activity","3/361","15/17701",0.00318980158833745,0.024590470426456,0.0189861874444583,"565117/322481/561967",3
"GO:0052768","MF","GO:0052768","mannosyl-oligosaccharide 1,3-alpha-mannosidase activity","3/361","15/17701",0.00318980158833745,0.024590470426456,0.0189861874444583,"565117/322481/561967",3
"GO:0005501","MF","GO:0005501","retinoid binding","3/361","16/17701",0.0038670653637291,0.0270848456565794,0.0209120829175675,"30735/30077/336492",3
"GO:0019203","MF","GO:0019203","carbohydrate phosphatase activity","3/361","16/17701",0.0038670653637291,0.0270848456565794,0.0209120829175675,"445118/282672/445505",3
"GO:0019840","MF","GO:0019840","isoprenoid binding","3/361","16/17701",0.0038670653637291,0.0270848456565794,0.0209120829175675,"30735/30077/336492",3
"GO:0019911","MF","GO:0019911","structural constituent of myelin sheath","3/361","16/17701",0.0038670653637291,0.0270848456565794,0.0209120829175675,"558650/326281/368234",3
"GO:0050308","MF","GO:0050308","sugar-phosphatase activity","3/361","16/17701",0.0038670653637291,0.0270848456565794,0.0209120829175675,"445118/282672/445505",3
"GO:0005184","MF","GO:0005184","neuropeptide hormone activity","4/361","32/17701",0.00389664053078146,0.0270848456565794,0.0209120829175675,"793458/100007763/569893/259257",4
"GO:0015081","MF","GO:0015081","sodium ion transmembrane transporter activity","8/361","130/17701",0.0052158654751748,0.0355046465642435,0.0274129719003966,"58148/393654/405862/568258/503788/359838/556156/393329",8
"GO:0016757","MF","GO:0016757","glycosyltransferase activity","15/361","347/17701",0.00527545456025317,0.0355046465642435,0.0274129719003966,"791210/100415792/100415791/100415794/322468/554166/503604/402940/563413/791470/767756/553212/100384895/553952/406731",15
"GO:0004857","MF","GO:0004857","enzyme inhibitor activity","11/361","219/17701",0.00545462519561175,0.0361368919209279,0.0279011255893956,"30491/322379/368621/335229/560308/436915/100148804/100333708/790945/100294690/100151464",11
"GO:0005355","MF","GO:0005355","glucose transmembrane transporter activity","3/361","19/17701",0.00639561341762277,0.0417190782934162,0.0322111056336952,"393654/405862/558146",3
"GO:0016641","MF","GO:0016641","oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor","3/361","20/17701",0.00741194368337958,0.0476161230568628,0.0367641863721061,"404621/555401/541429",3
"GO:0061134","MF","GO:0061134","peptidase regulator activity","9/361","168/17701",0.0076722293388129,0.0482073457669908,0.0372206666671652,"30491/322379/368621/335229/436641/560308/100148804/100333708/100294690",9
"GO:0030414","MF","GO:0030414","peptidase inhibitor activity","8/361","139/17701",0.00773136677395135,0.0482073457669908,0.0372206666671652,"30491/322379/368621/335229/560308/100148804/100333708/100294690",8
