"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046943","MF","GO:0046943","carboxylic acid transmembrane transporter activity","10/181","141/17701",1.89385551909869e-06,9.98966740311343e-05,8.10205984376758e-05,"445158/795588/565315/100004228/393339/561766/563896/793301/101884924/641560",10
"GO:0004252","MF","GO:0004252","serine-type endopeptidase activity","11/181","177/17701",2.11345832209253e-06,9.98966740311343e-05,8.10205984376758e-05,"447843/65223/322453/100535672/30489/445282/574008/768292/554107/550419/403061",11
"GO:0004497","MF","GO:0004497","monooxygenase activity","10/181","143/17701",2.15233282647088e-06,9.98966740311343e-05,8.10205984376758e-05,"553969/562008/140634/394148/492484/100034366/553537/393484/492759/100004700",10
"GO:0005342","MF","GO:0005342","organic acid transmembrane transporter activity","10/181","144/17701",2.29271055153423e-06,9.98966740311343e-05,8.10205984376758e-05,"445158/795588/565315/100004228/393339/561766/563896/793301/101884924/641560",10
"GO:0008236","MF","GO:0008236","serine-type peptidase activity","11/181","191/17701",4.41885981296724e-06,0.000165507006987639,0.000134233465546489,"447843/65223/322453/100535672/30489/445282/574008/768292/554107/550419/403061",11
"GO:0017171","MF","GO:0017171","serine hydrolase activity","11/181","193/17701",4.88381332094673e-06,0.000165507006987639,0.000134233465546489,"447843/65223/322453/100535672/30489/445282/574008/768292/554107/550419/403061",11
"GO:0008514","MF","GO:0008514","organic anion transmembrane transporter activity","11/181","196/17701",5.66137626498167e-06,0.000172671976081941,0.000140044570765336,"445158/393561/795588/565315/100004228/393339/561766/563896/793301/101884924/641560",11
"GO:0016705","MF","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","11/181","198/17701",6.23792609813076e-06,0.000172960678175444,0.000140278720867055,"553969/562008/559569/140634/394148/492484/100034366/553537/393484/492759/100004700",11
"GO:0008235","MF","GO:0008235","metalloexopeptidase activity","6/181","50/17701",1.15086967166729e-05,0.000292512708215435,0.000237240677931414,"558452/322412/322533/431764/325886/246092",6
"GO:0004180","MF","GO:0004180","carboxypeptidase activity","5/181","35/17701",2.67742855137235e-05,0.000628165929360435,0.000509470210180163,"492331/322412/431764/325886/246092",5
"GO:0008238","MF","GO:0008238","exopeptidase activity","7/181","88/17701",3.28916703337538e-05,0.000716568532271065,0.000581168611160312,"492331/558452/322412/322533/431764/325886/246092",7
"GO:0008028","MF","GO:0008028","monocarboxylic acid transmembrane transporter activity","5/181","39/17701",4.59407575119151e-05,0.000934128736075607,0.000757619509845618,"445158/795588/100004228/393339/561766",5
"GO:0004181","MF","GO:0004181","metallocarboxypeptidase activity","4/181","23/17701",8.04367620650151e-05,0.00153332577686435,0.00124359467666306,"322412/431764/325886/246092",4
"GO:0016712","MF","GO:0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","5/181","51/17701",0.000169754884389609,0.00304560233757828,0.00247011751278997,"140634/492484/100034366/553537/393484",5
"GO:0004553","MF","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","7/181","117/17701",0.000200472316408013,0.00339689202802467,0.00275502890970077,"406323/406338/445049/406539/565117/322481/561967",7
"GO:0004175","MF","GO:0004175","endopeptidase activity","13/181","419/17701",0.000386841878536864,0.00459661388086196,0.00372805612425388,"447843/65223/322453/100535672/65225/30489/445282/574008/768292/554107/550419/574001/403061",13
"GO:0008237","MF","GO:0008237","metallopeptidase activity","8/181","172/17701",0.000396944420923273,0.00459661388086196,0.00372805612425388,"492331/558452/322412/322533/431764/325886/246092/574001",8
"GO:0010296","MF","GO:0010296","prenylcysteine methylesterase activity","3/181","15/17701",0.000437055090311465,0.00459661388086196,0.00372805612425388,"565117/322481/561967",3
"GO:0043905","MF","GO:0043905","Ser-tRNA(Thr) hydrolase activity","3/181","15/17701",0.000437055090311465,0.00459661388086196,0.00372805612425388,"565117/322481/561967",3
"GO:0043906","MF","GO:0043906","Ala-tRNA(Pro) hydrolase activity","3/181","15/17701",0.000437055090311465,0.00459661388086196,0.00372805612425388,"565117/322481/561967",3
"GO:0043907","MF","GO:0043907","Cys-tRNA(Pro) hydrolase activity","3/181","15/17701",0.000437055090311465,0.00459661388086196,0.00372805612425388,"565117/322481/561967",3
"GO:0043908","MF","GO:0043908","Ser(Gly)-tRNA(Ala) hydrolase activity","3/181","15/17701",0.000437055090311465,0.00459661388086196,0.00372805612425388,"565117/322481/561967",3
"GO:0047376","MF","GO:0047376","all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity","3/181","15/17701",0.000437055090311465,0.00459661388086196,0.00372805612425388,"565117/322481/561967",3
"GO:0051723","MF","GO:0051723","protein methylesterase activity","3/181","15/17701",0.000437055090311465,0.00459661388086196,0.00372805612425388,"565117/322481/561967",3
"GO:0052767","MF","GO:0052767","mannosyl-oligosaccharide 1,6-alpha-mannosidase activity","3/181","15/17701",0.000437055090311465,0.00459661388086196,0.00372805612425388,"565117/322481/561967",3
"GO:0052768","MF","GO:0052768","mannosyl-oligosaccharide 1,3-alpha-mannosidase activity","3/181","15/17701",0.000437055090311465,0.00459661388086196,0.00372805612425388,"565117/322481/561967",3
"GO:0050253","MF","GO:0050253","retinyl-palmitate esterase activity","3/181","17/17701",0.000643421325303569,0.00638664589766355,0.00517985085746655,"565117/322481/561967",3
"GO:0016798","MF","GO:0016798","hydrolase activity, acting on glycosyl bonds","7/181","142/17701",0.000649134501074,0.00638664589766355,0.00517985085746655,"406323/406338/445049/406539/565117/322481/561967",7
"GO:0030247","MF","GO:0030247","polysaccharide binding","3/181","20/17701",0.00105461941859967,0.0100518413335281,0.00815248563720141,"553377/492483/100001260",3
"GO:0008194","MF","GO:0008194","UDP-glycosyltransferase activity","7/181","159/17701",0.00125990041731825,0.0116445341600626,0.00944422960350201,"791210/100415792/100415791/322468/767756/100384895/406731",7
"GO:0031492","MF","GO:0031492","nucleosomal DNA binding","3/181","24/17701",0.00181703229402326,0.0162998485199145,0.0132198943992404,"321618/550353/322508",3
"GO:0002161","MF","GO:0002161","aminoacyl-tRNA editing activity","3/181","26/17701",0.00229940573614199,0.0200376785578088,0.0162514390373945,"565117/322481/561967",3
"GO:0008395","MF","GO:0008395","steroid hydroxylase activity","3/181","28/17701",0.0028541885224474,0.0241813194262905,0.0196121141162321,"553969/394148/492759",3
"GO:0015924","MF","GO:0015924","mannosyl-oligosaccharide mannosidase activity","3/181","30/17701",0.00348471846457845,0.0287253819377412,0.0232975487674519,"565117/322481/561967",3
"GO:0004559","MF","GO:0004559","alpha-mannosidase activity","3/181","32/17701",0.00419404095129487,0.0336626971090772,0.0273019286303129,"565117/322481/561967",3
"GO:0015923","MF","GO:0015923","mannosidase activity","3/181","33/17701",0.00457912430815768,0.035811100358669,0.0290443782028894,"565117/322481/561967",3
"GO:0008061","MF","GO:0008061","chitin binding","2/181","11/17701",0.00538252127730102,0.0410417247394203,0.0332866447412037,"406323/406338",2
"GO:0015174","MF","GO:0015174","basic amino acid transmembrane transporter activity","2/181","12/17701",0.00641579440980505,0.0477272510973302,0.0387089008037018,"101884924/641560",2
